"uid","title","journal","issue","volume","pages","date","year","authors","keywords","doi","article_no","isi_id","issn","isbn"
"WOS:000447523100142","Trans-ethnic meta-analysis of metabolic syndrome in a multi-ethnic study","GENETIC EPIDEMIOLOGY","7","42","741-742","OCT","2018","Willems, Emileigh L. | Wan, Jia Y. | Norden-Krichmar, Trina M. | Edwards, Karen L. | Santorico, Stephanie A.","",NA,NA,"GX2BK","0741-0395",NA
"WOS:000444425200018","Preoperative Use of Statins in Carotid Artery Stenting: A Systematic Review and Meta-analysis","JOURNAL OF ENDOVASCULAR THERAPY","5","25","624-631","OCT","2018","Texakalidis, Pavlos | Giannopoulos, Stefanos | Jonnalagadda, Anil K. | Chitale, Rohan, V | Jabbour, Pascal | Armstrong, Ehrin J. | Schwartz, Gregory G. | Kokkinidis, Damianos G.","carotid stent/stenting | internal carotid artery | mortality | myocardial infarction | statins | stenosis | stroke | transient ischemic attack","10.1177/1526602818794030",NA,"GT3TA","1526-6028",NA
"WOS:000434248200478","SIGNIFICANT INCREASE IN ABSOLUTE DYSPLASIA DETECTION RATE USING WIDE-AREA TRANS-EPITHELIAL SAMPLING IN BARRETT'S ESOPHAGUS: A SYSTEMATIC REVIEW AND META-ANALYSIS","GASTROINTESTINAL ENDOSCOPY","6","87","AB273-AB273","JUN","2018","Qumseya, Bashar J. | Bukannan, Aymen | Qumseya, Amira | Wani, Sachin B.","",NA,NA,"GI3CH","0016-5107",NA
"WOS:000403087401035","Improved Overall Adenoma Detection Rate and Sessile Serrated Adenoma Detection Rate With Endocuff: A Systematic Review and Meta-Analysis","GASTROINTESTINAL ENDOSCOPY","5","85","AB362-AB362","MAY","2017","Desai, Madhav | Nutalapati, Venkat | Saligram, Shreyas | Pant, Chaitanya | Kanakadandi, Vijay | Bansal, Ajay | Wani, Sachin B. | Rastogi, Amit | Olyaee, Mojtaba S.","",NA,NA,"EX2VK","0016-5107",NA
"WOS:000339592700002","Stereotactic radiosurgery (SRS) for brain metastases: a systematic review","RADIATION ONCOLOGY",NA,"9","","JUL 12","2014","Nieder, Carsten | Grosu, Anca L. | Gaspar, Laurie E.","Brain metastases | Radiation treatment | Radiotherapy | Stereotactic radiosurgery","10.1186/1748-717X-9-155",NA,"AM1FV","1748-717X",NA
"WOS:000339627400094","Parenteral glutamine supplementation in critical illness: a systematic review","CRITICAL CARE","2","18","",NA,"2014","Wischmeyer, Paul E. | Dhaliwal, Rupinder | McCall, Michele | Ziegler, Thomas R. | Heyland, Daren K.","","10.1186/cc13836",NA,"AM1SA","1466-609X",NA
"WOS:000444130000028","Treatment correlates of successful outcomes in pulmonary multidrug-resistant tuberculosis: an individual patient data meta-analysis","LANCET","10150","392","821-834","SEP 8","2018","Ahmad, Nafees | Ahuja, Shama D. | Akkerman, Onno W. | Alffenaar, Jan-Willem C. | Anderson, Laura F. | Baghaei, Parvaneh | Bang, Didi | Barry, Pennan M. | Bastos, Mayara L. | Behera, Digamber | Benedetti, Andrea | Bisson, Gregory P. | Boeree, Martin J. | Bonnet, Maryline | Brode, Sarah K. | Brust, James C. M. | Cai, Ying | Caumes, Eric | Cegielski, J. Peter | Centis, Rosella | Chan, Pei-Chun | Chan, Edward D. | Chang, Kwok-Chiu | Charles, Macarthur | Cirule, Andra | Dalcolmo, Margareth Pretti | D'Ambrosio, Lia | de Vries, Gerard | Dheda, Keertan | Esmail, Aliasgar | Flood, Jennifer | Fox, Gregory J. | Frechet-Jachym, Mathilde | Fregona, Geisa | Gayoso, Regina | Gegia, Medea | Gler, Maria Tarcela | Gu, Sue | Guglielmetti, Lorenzo | Holtz, Timothy H. | Hughes, Jennifer | Isaakidis, Petros | Jarlsberg, Leah | Kempker, Russell R. | Keshavjee, Salmaan | Khan, Faiz Ahmad | Kipiani, Maia | Koenig, Serena P. | Koh, Won-Jung | Kritski, Afranio | Kuksa, Liga | Kvasnovsky, Charlotte L. | Kwak, Nakwon | Lan, Zhiyi | Lange, Christoph | Laniado-Laborin, Rafael | Lee, Myungsun | Leimane, Vaira | Leung, Chi-Chiu | Leung, Eric Chung-Ching | Li, Pei Zhi | Lowenthal, Phil | Maciel, Ethel L. | Marks, Suzanne M. | Mase, Sundari | Mbuagbaw, Lawrence | Migliori, Giovanni B. | Milanov, Vladimir | Miller, Ann C. | Mitnick, Carole D. | Modongo, Chawangwa | Mohr, Erika | Monedero, Ignacio | Nahid, Payam | Ndjeka, Norbert | O'Donnell, Max R. | Padayatchi, Nesri | Palmero, Domingo | Pape, Jean William | Podewils, Laura J. | Reynolds, Ian | Riekstina, Vija | Robert, Jerome | Rodriguez, Maria | Seaworth, Barbara | Seung, Kwonjune J. | Schnippel, Kathryn | Shim, Tae Sun | Singla, Rupak | Smith, Sarah E. | Sotgiu, Giovanni | Sukhbaatar, Ganzaya | Tabarsi, Payam | Tiberi, Simon | Trajman, Anete | Trieu, Lisa | Udwadia, Zarir F. | van der Werf, Tjip S. | Veziris, Nicolas | Viiklepp, Piret | Vilbrun, Stalz Charles | Walsh, Kathleen | Westenhouse, Janice | Yew, Wing-Wai | Yim, Jae-Joon | Zetola, Nicola M. | Zignol, Matteo | Menzies, Dick | Collaborative Grp Meta-Analysis In","",NA,NA,"GT0KV","0140-6736",NA
"WOS:000377582803062","High-Dose Versus Low-Dose Systemic Steroids In The Treatment Of Acute Exacerbations Of Chronic Obstructive Pulmonary Disease: A Systematic Review","AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE",NA,"191","",NA,"2015","Wilson, K. C. | Checkley, W. | Kiser, T. H. | Moss, M. | Sevransky, J. E. | Sullivan, J. | Tonascia, J. | Vandivier, R. W. | Walsh, J. | Wise, R. A. | Krishnan, J. A. | DECIDE Investigators","",NA,NA,"DO2AW","1073-449X",NA
"WOS:000372330000001","Relationship between brain volume loss and cognitive outcomes among patients with multiple sclerosis: a systematic literature review","NEUROLOGICAL SCIENCES","2","37","165-179","FEB","2016","Vollmer, Timothy | Huynh, Lynn | Kelley, Caroline | Galebach, Philip | Signorovitch, James | DiBernardo, Allitia | Sasane, Rahul","Multiple sclerosis | Patient outcomes | Brain volume loss | Cognition | Systematic literature review","10.1007/s10072-015-2400-1",NA,"DG8JL","1590-1874",NA
"WOS:000414875500001","Bone-Patellar Tendon-Bone Versus Hamstring Tendon Autografts for Primary Anterior Cruciate Ligament Reconstruction: A Systematic Review of Overlapping Meta-analyses","ORTHOPAEDIC JOURNAL OF SPORTS MEDICINE","11","5","","NOV 7","2017","Schuette, Hayden B. | Kraeutler, Matthew J. | Houck, Darby A. | McCarty, Eric C.","knee | anterior cruciate ligament reconstruction | bone-patellar tendon-bone autograft | hamstring tendon autograft | meta-analysis","10.1177/2325967117736484",NA,"FM3AO","2325-9671",NA
"WOS:000346234500005","Efficacy of Photodynamic Therapy vs Other Interventions in Randomized Clinical Trials for the Treatment of Actinic Keratoses A Systematic Review and Meta-analysis","JAMA DERMATOLOGY","12","150","1281-1288","DEC","2014","Patel, Gayatri | Armstrong, April W. | Eisen, Daniel B.","","10.1001/jamadermatol.2014.1253",NA,"AW4ER","2168-6068",NA
"WOS:000337348700004","Transitional Care Interventions to Prevent Readmissions for Persons With Heart Failure A Systematic Review and Meta-analysis","ANNALS OF INTERNAL MEDICINE","11","160","774-+","JUN 3","2014","Feltner, Cynthia | Jones, Christine D. | Cene, Crystal W. | Zheng, Zhi-Jie | Sueta, Carla A. | Coker-Schwimmer, Emmanuel J. L. | Arvanitis, Marina | Lohr, Kathleen N. | Middleton, Jennifer C. | Jonas, Daniel E.","","10.7326/M14-0083",NA,"AJ0MT","0003-4819",NA
"WOS:000447378400002","The cortisol stress response induced by surgery: A systematic review and meta-analysis","CLINICAL ENDOCRINOLOGY","5","89","554-567","NOV","2018","Prete, Alessandro | Yan, Qi | Al-Tarrah, Khaled | Akturk, Halis K. | Prokop, Larry J. | Alahdab, Fares | Foster, Mark A. | Lord, Janet M. | Karavitaki, Niki | Wass, John A. | Murad, Mohammad H. | Arlt, Wiebke | Bancos, Irina","adrenal cortex | adrenal insufficiency | cortisol | hydrocortisone | pituitary-adrenal system | stress | surgery","10.1111/cen.13820",NA,"GX0CY","0300-0664",NA
"WOS:000415165200017","Association Between Endoscopist and Center Endoscopic Retrograde Cholangiopancreatography Volume With Procedure Success and Adverse Outcomes: A Systematic Review and Meta-analysis","CLINICAL GASTROENTEROLOGY AND HEPATOLOGY","12","15","1866-+","DEC","2017","Keswani, Rajesh N. | Qumseya, Bashar J. | O'Dwyer, Linda C. | Wani, Sachin","ERCP | Endoscopic Retrograde Cholangiopancreatography | Volume | Success Rates | Adverse Events | Pancreatitis","10.1016/j.cgh.2017.06.002",NA,"FM6LY","1542-3565",NA
"WOS:000336013700009","Effects of Allopurinol on Endothehial Dysfunction: A Meta-Analysis","AMERICAN JOURNAL OF NEPHROLOGY","4","39","348-356",NA,"2014","Kanbay, Mehmet | Siriopol, Dimitrie | Nistor, Ionut | Elcioglu, Omer C. | Telci, Ozge | Takir, Mumtaz | Johnson, Richard J. | Covic, Adrian","Uric acid | Allopurinol | Endothelial dysfunction | Cardiovascular disease","10.1159/000360609",NA,"AH3HG","0250-8095",NA
"WOS:000447986700016","Computed Tomography Bronchus Sign and the Diagnostic Yield of Guided Bronchoscopy for Peripheral Pulmonary Lesions A Systematic Review and Meta-Analysis","ANNALS OF THE AMERICAN THORACIC SOCIETY","8","15","978-987","AUG","2018","Ali, Muhammad S. | Sethi, Jaskaran | Taneja, Amit | Musani, Ali | Maldonado, Fabien","lung neoplasm | endobronchial ultrasound | ENB | VB","10.1513/AnnalsATS.201711-856OC",NA,"GX7VH","1546-3222",NA
"WOS:000430831200010","Effects of prophylactic anticholinergic medications to decrease extrapyramidal side effects in patients taking acute antiemetic drugs: a systematic review and meta-analysis","EMERGENCY MEDICINE JOURNAL","5","35","325-331","MAY","2018","D'Souza, Ryan S. | Mercogliano, Christopher | Ojukwu, Elizabeth | D'Souza, Shawn | Singles, Andrew | Modi, Jaymin | Short, Alexandra | Donato, Anthony","","10.1136/emermed-2017-206944",NA,"GD9KI","1472-0205",NA
"WOS:000389399100010","Effectiveness of Rehabilitation Interventions to Improve Gait Speed in Children With Cerebral Palsy: Systematic Review and Meta-analysis","PHYSICAL THERAPY","12","96","1938-1954","DEC","2016","Moreau, Noelle G. | Bodkin, Amy Winter | Bjornson, Kristie | Hobbs, Amy | Soileau, Mallary | Lahasky, Kay","","10.2522/ptj.20150401",NA,"EE2FM","0031-9023",NA
"WOS:000444945000018","Second-generation drug-eluting stents versus drug-coated balloons for the treatment of coronary in-stent restenosis: A systematic review and meta-analysis","CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS","2","92","285-299","AUG 1","2018","Kokkinidis, Damianos G. | Prouse, Andrew F. | Avner, Seth J. | Lee, Joo Myung | Waldo, Stephen W. | Armstrong, Ehrin J.","coronary artery disease | drug-eluting stents | drug-coated balloons | in-stent restenosis","10.1002/ccd.27359",NA,"GU0MR","1522-1946",NA
"WOS:000370357200005","Percutaneous Nephrolithotomy Versus Retrograde Intrarenal Surgery: A Systematic Review and Meta-analysis (vol 67, pg 125, 2015)","EUROPEAN UROLOGY","4","69","E85-E85","APR","2016","De, Shuba | Autorino, Riccardo | Kim, Fernando J. | Zargar, Homayoun | Laydner, Humberto | Balsamo, Raffaele | Torricelli, Fabio C. | Di Palma, Carmine | Molina, Wilson R. | Monga, Manoj | De Sio, Marco","","10.1016/j.eururo.2015.12.046",NA,"DE1AG","0302-2838",NA
"WOS:000440149300009","Multiethnic meta-analysis identifies ancestry-specific and cross-ancestry loci for pulmonary function","NATURE COMMUNICATIONS",NA,"9","","JUL 30","2018","Wyss, Annah B. | Sofer, Tamar | Lee, Mi Kyeong | Terzikhan, Natalie | Nguyen, Jennifer N. | Lahousse, Lies | Latourelle, Jeanne C. | Smith, Albert Vernon | Bartz, Traci M. | Feitosa, Mary F. | Gao, Wei | Ahluwalia, Tarunveer S. | Tang, Wenbo | Oldmeadow, Christopher | Duan, Qing | de Jong, Kim | Wojczynski, Mary K. | Wang, Xin-Qun | Noordam, Raymond | Hartwig, Fernando Pires | Jackson, Victoria E. | Wang, Tianyuan | Obeidat, Ma'en | Hobbs, Brian D. | Huan, Tianxiao | Gui, Hongsheng | Parker, Margaret M. | Hu, Donglei | Mogil, Lauren S. | Kichaev, Gleb | Jin, Jianping | Graff, Mariaelisa | Harris, Tamara B. | Kalhan, Ravi | Heckbert, Susan R. | Paternoster, Lavinia | Burkart, Kristin M. | Liu, Yongmei | Holliday, Elizabeth G. | Wilson, James G. | Vonk, Judith M. | Sanders, Jason L. | Barr, R. Graham | de Mutsert, Renee | Baptista Menezes, Ana Maria | Adams, Hieab H. H. | van den Berge, Maarten | Joehanes, Roby | Levin, Albert M. | Liberto, Jennifer | Launer, Lenore J. | Morrison, Alanna C. | Sitlani, Colleen M. | Celedon, Juan C. | Kritchevsky, Stephen B. | Scott, Rodney J. | Christensen, Kaare | Rotter, Jerome I. | Bonten, Tobias N. | Wehrmeister, Fernando Cesar | Bosse, Yohan | Xiao, Shujie | Oh, Sam | Franceschini, Nora | Brody, Jennifer A. | Kaplan, Robert C. | Lohman, Kurt | McEvoy, Mark | Province, Michael A. | Rosendaal, Frits R. | Taylor, Kent D. | Nickle, David C. | Williams, L. Keoki | Burchard, Esteban G. | Wheeler, Heather E. | Sin, Don D. | Gudnason, Vilmundur | North, Kari E. | Fornage, Myriam | Psaty, Bruce M. | Myers, Richard H. | O'Connor, George | Hansen, Torben | Laurie, Cathy C. | Cassano, Patricia A. | Sung, Joohon | Kim, Woo Jin | Attia, John R. | Lange, Leslie | Boezen, H. Marike | Thyagarajan, Bharat | Rich, Stephen S. | Mook-Kanamori, Dennis O. | Horta, Bernardo Lessa | Uitterlinden, Andre G. | Im, Hae Kyung | Cho, Michael H. | Brusselle, Guy G. | Gharib, Sina A. | Dupuis, Josee | Manichaikul, Ani | London, Stephanie J.","","10.1038/s41467-018-05369-0",NA,"GO6KC","2041-1723",NA
"WOS:000406916700018","Scoping review to develop common data elements for lumbar spinal stenosis","SPINE JOURNAL","7","17","1045-1057","JUL","2017","Heinemann, Allen | Raad, Jason | Akuthota, Venu | Segal, Neil | Nitsch, Kristian P. | Rho, Monica | Chan, Leighton | Casey, Ellen | Press, Joel | Sowa, Gwendolyn | Moore, Jennifer","Clinical assessment | Common data element | International Classification of Functioning, Disability and Health | Lower back pain | Lumbar spinal stenosis | Outcome measure","10.1016/j.spinee.2017.04.005",NA,"FC5YD","1529-9430",NA
"WOS:000427658000016","The association between ambient temperature and childhood asthma: a systematic review","INTERNATIONAL JOURNAL OF BIOMETEOROLOGY","3","62","471-481","MAR","2018","Xu, Zhiwei | Crooks, James Lewis | Davies, Janet Mary | Khan, Al Fazal | Hu, Wenbiao | Tong, Shilu","Absolute temperature | Aeroallergen | Air pollution | Childhood asthma | Temperature variation","10.1007/s00484-017-1455-5",NA,"FZ5TE","0020-7128",NA
"WOS:000374705900001","Antipsychotic Medication for Prevention and Treatment of Delirium in Hospitalized Adults: A Systematic Review and Meta-Analysis","JOURNAL OF THE AMERICAN GERIATRICS SOCIETY","4","64","705-714","APR","2016","Neufeld, Karin J. | Yue, Jirong | Robinson, Thomas N. | Inouye, Sharon K. | Needham, Dale M.","delirium | pharmacological prevention | pharmacological treatment | adult","10.1111/jgs.14076",NA,"DK1WO","0002-8614",NA
"WOS:000425386600089","Carotid Artery Endarterectomy vs. Carotid Artery Stenting For Restenosis After Carotid Artery Endarterectomy: A Systematic Review and Meta-analysis","JACC-CARDIOVASCULAR INTERVENTIONS","4","11","S35-S35","FEB 26","2018","Jonnalagadda, Anil Kumar K. | Texakalidis, Pavlos | Giannopoulos, Stefanos | Kokkinidis, Damianos G. | Armstrong, Ehrin J. | Machinis, Theofilos | Pascal, Jabbour M.","",NA,NA,"FW5VF","1936-8798",NA
"WOS:000402710000011","Disease Progression in Barrett's Low-Grade Dysplasia With Radiofrequency Ablation Compared With Surveillance: Systematic Review and Meta-Analysis","AMERICAN JOURNAL OF GASTROENTEROLOGY","6","112","849-865","JUN","2017","Qumseya, Bashar J. | Wani, Sachin | Gendy, Sherif | Harnke, Ben | Bergman, Jacques J. | Wolfsen, Herbert","","10.1038/ajg.2017.70",NA,"EW7QT","0002-9270",NA
"WOS:000436519600178","Carotid Artery Endarterectomy versus Carotid Artery Stenting for Restenosis After Carotid Artery Endarterectomy: A Systematic Review and Meta-Analysis","WORLD NEUROSURGERY",NA,"115","421-+","JUL","2018","Texakalidis, Pavlos | Giannopoulos, Stefanos | Jonnalagadda, Anil K. | Kokkinidis, Damianos G. | Machinis, Theofilos | Reavey-Cantwell, John | Armstrong, Ehrin J. | Jabbour, Pascal","Carotid artery endarterectomy | Carotid artery stenting | Recurrent stenosis | Restenosis","10.1016/j.wneu.2018.02.196",NA,"GK8YL","1878-8750",NA
"WOS:000397794300042","REPLY TO ""LIMITATIONS OF CONCLUSIONS OF SYSTEMATIC REVIEW & META-ANALYSIS DUE TO EXCLUSION OF GROUPS MOST AT RISK""","JOURNAL OF THE AMERICAN GERIATRICS SOCIETY","3","65","661-663","MAR","2017","Neufeld, Karin J. | Yue, Jirong | Robinson, Thomas N. | Inouye, Sharon K. | Needham, Dale M.","","10.1111/jgs.14727",NA,"EQ0XQ","0002-8614",NA
"WOS:000419995600023","Antibiotic prophylaxis in clean-contaminated head and neck cases with microvascular free flap reconstruction: A systematic review and meta-analysis","HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK","2","40","417-427","FEB","2018","Haidar, Yarah M. | Tripathi, Prem B. | Tjoa, Tjoson | Walia, Sartaaj | Zhang, Lishi | Chen, Yanjun | Nguyen, Danh V. | Mahboubi, Hossein | Armstrong, William B. | Goddard, Julie A.","clean-contaminated | free flaps | microvascular surgery | prophylactic antibiotics | surgical site infection","10.1002/hed.24988",NA,"FS7RN","1043-3074",NA
"WOS:000432007400221","SYSTEMATIC REVIEW OF SURGICAL RISK COMMUNICATION TO AND RETENTION BY PATIENTS","JOURNAL OF INVESTIGATIVE MEDICINE","1","66","153-153","JAN","2018","Aasen, D. | Hammermeister, K. | Prochazka, A. | Meguid, R.","","10.1136/jim-2017-000663.209",NA,"GF5LA","1081-5589",NA
"WOS:000412760201242","Current trends in the use of disease severity and quality of life measures for atopic dermatitis: A systematic review","JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY","5","74","AB86-AB86","MAY","2016","Hill, Mary K. | Pishkenari, Azin Kheirandish | Armstrong, April W. | Dunnick, Cory A.","",NA,NA,"FJ5BR","0190-9622",NA
"WOS:000408746300024","Global, regional, and national disease burden estimates of acute lower respiratory infections due to respiratory syncytial virus in young children in 2015: a systematic review and modelling study","LANCET","10098","390","946-958","SEP 2","2017","Shi, Ting | McAllister, David A. | O'Brien, Katherine L. | Simoes, Eric A. F. | Madhi, Shabir A. | Gessner, Bradford D. | Polack, Fernando P. | Balsells, Evelyn | Acacio, Sozinho | Aguayo, Claudia | Alassani, Issifou | Ali, Asad | Antonio, Martin | Awasthi, Shally | Awori, Juliet O. | Azziz-Baumgartner, Eduardo | Baggett, Henry C. | Baillie, Vicky L. | Balmaseda, Angel | Barahona, Alfredo | Basnet, Sudha | Bassat, Quique | Basualdo, Wilma | Bigogo, Godfrey | Bont, Louis | Breiman, Robert F. | Brooks, W. Abdullah | Broor, Shobha | Bruce, Nigel | Bruden, Dana | Buchy, Philippe | Campbell, Stuart | Carosone-Link, Phyllis | Chadha, Mandeep | Chipeta, James | Chou, Monidarin | Clara, Wilfrido | Cohen, Cheryl | de Cuellar, Elizabeth | Duc-Anh Dang | Dash-yandag, Budragchaagiin | Deloria-Knoll, Maria | Dherani, Mukesh | Eap, Tekchheng | Ebruke, Bernard E. | Echavarria, Marcela | Lazaro Emediato, Carla Cecilia de Freitas | Fasce, Rodrigo A. | Feikin, Daniel R. | Feng, Luzhao | Gentile, Angela | Gordon, Aubree | Goswami, Doli | Goyet, Sophie | Groome, Michelle | Halasa, Natasha | Hirve, Siddhivinayak | Homaira, Nusrat | Howie, Stephen R. C. | Jara, Jorge | Jroundi, Imane | Kartasasmita, Cissy B. | Khuri-Bulos, Najwa | Kotloff, Karen L. | Krishnan, Anand | Libster, Romina | Lopez, Olga | Lucero, Marilla G. | Lucion, Florencia | Lupisan, Socorro P. | Marcone, Debora N. | McCracken, John P. | Mejia, Mario | Moisi, Jennifer C. | Montgomery, Joel M. | Moore, David P. | Moraleda, Cinta | Moyes, Jocelyn | Munywoki, Patrick | Mutyara, Kuswandewi | Nicol, Mark P. | Nokes, D. James | Nymadawa, Pagbajabyn | da Costa Oliveira, Maria Tereza | Oshitani, Histoshi | Pandey, Nitin | Paranhos-Baccala, Glaucia | Phillips, Lia N. | Picot, Valentina Sanchez | Rahman, Mustafizur | Rakoto-Andrianarivelo, Mala | Rasmussen, Zeba A. | Rath, Barbara A. | Robinson, Annick | Romero, Candice | Russomando, Graciela | Salimi, Vahid | Sawatwong, Pongpun | Scheltema, Nienke | Schweiger, Brunhilde | Scott, J. Anthony G. | Seidenberg, Phil | Shen, Kunling | Singleton, Rosalyn | Sotomayor, Viviana | Strand, Tor A. | Sutanto, Agustinus | Sylla, Mariam | Tapia, Milagritos D. | Thamthitiwat, Somsak | Thomas, Elizabeth D. | Tokarz, Rafal | Turner, Claudia | Venter, Marietjie | Waicharoen, Sunthareeya | Wang, Jianwei | Watthanaworawit, Wanitda | Yoshida, Lay-Myint | Yu, Hongjie | Zar, Heather J. | Campbell, Harry | Nair, Harish | RSV Global Epidemiology Network","","10.1016/S0140-6736(17)30938-8",NA,"FF2SE","0140-6736",NA
"WOS:000417872600014","Co-occurring medical conditions in adults with Down syndrome: A systematic review toward the development of health care guidelines","AMERICAN JOURNAL OF MEDICAL GENETICS PART A","1","176","116-133","JAN","2018","Capone, George T. | Chicoine, Brian | Bulova, Peter | Stephens, Mary | Hart, Sarah | Crissman, Blythe | Videlefsky, Andrea | Myers, Katherine | Roizen, Nancy | Esbensen, Anna | Peterson, Moya | Santoro, Stephanie | Woodward, Jason | Martin, Barry | Smith, David | Down Syndrome Med Interest Grp","adult health conditions | aging | clinical practice guidelines | Down syndrome | evidence-based medicine | literature review | trisomy 21","10.1002/ajmg.a.38512",NA,"FP8EG","1552-4825",NA
"WOS:000433992200028","The Effect of Endoscopic Surveillance in Patients With Barrett's Esophagus: A Systematic Review and Meta-analysis","GASTROENTEROLOGY","8","154","2068-+","JUN","2018","Codipilly, Don Chamil | Chandar, Apoorva Krishna | Singh, Siddharth | Wani, Sachin | Shaheen, Nicholas J. | Inadomi, John M. | Chak, Amitabh | Iyer, Prasad G.","Lead Time Bias | Length Time Bias | Cancer Stage | Survival","10.1053/j.gastro.2018.02.022",NA,"GH9LZ","0016-5085",NA
"WOS:000373490900007","Impact of neuraminidase inhibitors on influenza A(H1N1)pdm09-related pneumonia: an individual participant data meta-analysis","INFLUENZA AND OTHER RESPIRATORY VIRUSES","3","10","192-204","MAY","2016","Muthuri, Stella G. | Venkatesan, Sudhir | Myles, Puja R. | Leonardi-Bee, Jo | Lim, Wei Shen | Al Mamun, Abdullah | Anovadiya, Ashish P. | Araujo, Wildo N. | Azziz-Baumgartner, Eduardo | Baez, Clarisa | Bantar, Carlos | Barhoush, Mazen M. | Bassetti, Matteo | Beovic, Bojana | Bingisser, Roland | Bonmarin, Isabelle | Borja-Aburto, Victor H. | Cao, Bin | Carratala, Jordi | Cuezzo, Maria R. | Denholm, Justin T. | Dominguez, Samuel R. | Duarte, Pericles A. D. | Dubnov-Raz, Gal | Echavarria, Marcela | Fanella, Sergio | Fraser, James | Gao, Zhancheng | Gerardin, Patrick | Giannella, Maddalena | Gubbels, Sophie | Herberg, Jethro | Higuera Iglesias, Anjarath L. | Hoeger, Peter H. | Hoffmann, Matthias | Hu, Xiaoyun | Islam, Quazi T. | Jimenez, Mirela F. | Kandeel, Amr | Keijzers, Gerben | Khalili, Hossein | Khandaker, Gulam | Knight, Marian | Kusznierz, Gabriela | Kuzman, Ilija | Kwan, Arthur M. C. | Lahlou Amine, Idriss | Langenegger, Eduard | Lankarani, Kamran B. | Leo, Yee-Sin | Linko, Rita | Liu, Pei | Madanat, Faris | Manabe, Toshie | Mayo-Montero, Elga | McGeer, Allison | Memish, Ziad A. | Metan, Gokhan | Mikic, Dragan | Mohn, Kristin G. I. | Moradi, Ahmadreza | Nymadawa, Pagbajabyn | Ozbay, Bulent | Ozkan, Mehpare | Parekh, Dhruv | Paul, Mical | Poeppl, Wolfgang | Polack, Fernando P. | Rath, Barbara A. | Rodriguez, Alejandro H. | Siqueira, Marilda M. | Skret-Magierlo, Joanna | Talarek, Ewa | Tang, Julian W. | Torres, Antoni | Torun, Selda H. | Tran, Dat | Uyeki, Timothy M. | van Zwol, Annelies | Vaudry, Wendy | Velyvyte, Daiva | Vidmar, Tjasa | Zarogoulidis, Paul | Nguyen-Van-Tam, Jonathan S. | PRIDE Consortium Investigators","Hospitalisation | individual participant data meta-analyses | influenza-related pneumonia | neuraminidase inhibitors","10.1111/irv.12363",NA,"DI4SZ","1750-2640",NA
