"","doi","pmid","uid","title","year","journal"
"99","10.1111/JGS.14727",28140455,"WOS:000397794300042","REPLY TO &QUOT;LIMITATIONS OF CONCLUSIONS OF SYSTEMATIC REVIEW &AMP; META-ANALYSIS DUE TO EXCLUSION OF GROUPS MOST AT RISK&QUOT;.",2018,"Journal of the American Geriatrics Society"
"100","10.1192/BJP.BP.116.187773",28104735,"WOS:000395960900004","INITIAL SEVERITY OF DEPRESSION AND EFFICACY OF COGNITIVE-BEHAVIOURAL THERAPY: INDIVIDUAL-PARTICIPANT DATA META-ANALYSIS OF PILL-PLACEBO-CONTROLLED TRIALS.",2017,"The British journal of psychiatry : the journal of mental science"
"101","10.1038/MP.2016.244",28093568,"WOS:000394537100003","GWAS META-ANALYSIS REVEALS NOVEL LOCI AND GENETIC CORRELATES FOR GENERAL COGNITIVE FUNCTION: A REPORT FROM THE COGENT CONSORTIUM.",2017,"Molecular psychiatry"
"102","10.1177/1474515116687222",28051339,"WOS:000398178900002","DEPRESSION IN PATIENTS WITH PERIPHERAL ARTERIAL DISEASE: A SYSTEMATIC REVIEW.",2017,"European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology"
"103","10.1016/J.AJOG.2016.12.175",28043841,"WOS:000405275600005","NON-OPIOID PAIN MANAGEMENT IN BENIGN MINIMALLY INVASIVE HYSTERECTOMY: A SYSTEMATIC REVIEW.",2017,"American journal of obstetrics and gynecology"
"104","10.1186/S12978-016-0251-8",27846848,"WOS:000390955000001","MEASURING ADOLESCENT FRIENDLY HEALTH SERVICES IN INDIA: A SCOPING REVIEW OF EVALUATIONS.",2017,"Reproductive health"
"105","10.1016/J.CLINBIOMECH.2016.10.013",27816022,"WOS:000389729900006","LESSER TUBEROSITY OSTEOTOMY AND SUBSCAPULARIS TENOTOMY REPAIR TECHNIQUES DURING TOTAL SHOULDER ARTHROPLASTY: A META-ANALYSIS OF CADAVERIC STUDIES.",2017,"Clinical biomechanics (Bristol, Avon)"
"106","10.3899/JRHEUM.151212",27803341,"WOS:000390236200009","ADHERENCE AND PERSISTENCE WITH METHOTREXATE IN RHEUMATOID ARTHRITIS: A SYSTEMATIC REVIEW.",2017,"The Journal of rheumatology"
"107","10.1097/DER.0000000000000235",27775978,"WOS:000388603700007","DISEASE SEVERITY AND QUALITY OF LIFE MEASUREMENTS IN CONTACT DERMATITIS: A SYSTEMATIC REVIEW 2005-2015.",2018,"Dermatitis : contact, atopic, occupational, drug"
"108","10.1016/J.JBI.2016.09.001",27612974,"WOS:000389557000028","HEALTH AT HAND: A SYSTEMATIC REVIEW OF SMART WATCH USES FOR HEALTH AND WELLNESS.",2018,"Journal of biomedical informatics"
"109","10.1097/RTI.0000000000000232",27768631,"WOS:000387078000012","CORONARY-PULMONARY ARTERY FISTULAS: A SYSTEMATIC REVIEW.",2017,"Journal of thoracic imaging"
"110","10.1097/CCM.0000000000001839",27513545,"WOS:000385477900015","NEUROMUSCULAR BLOCKING AGENTS AND NEUROMUSCULAR DYSFUNCTION ACQUIRED IN CRITICAL ILLNESS: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2017,"Critical care medicine"
"111","10.1177/1933719116670518",27688245,"WOS:000403655300002","WHEN A BABY DIES: A SYSTEMATIC REVIEW OF EXPERIMENTAL INTERVENTIONS FOR WOMEN AFTER STILLBIRTH.",2018,"Reproductive sciences (Thousand Oaks, Calif.)"
"112","10.1016/J.IJNURSTU.2016.09.014",27684321,"WOS:000390623200007","SPEAKING UP BEHAVIOURS (SAFETY VOICES) OF HEALTHCARE WORKERS: A METASYNTHESIS OF QUALITATIVE RESEARCH STUDIES.",2017,"International journal of nursing studies"
"113","10.1097/WNN.0000000000000104",27662450,"WOS:000385665000002","EFFECTS OF TESTOSTERONE THERAPY ON COGNITIVE FUNCTION IN AGING: A SYSTEMATIC REVIEW.",2017,"Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology"
"114","10.1097/TA.0000000000001195",27648772,"WOS:000385658800019","FECAL MICROBIOTA TRANSPLANT IN PATIENTS WITH CLOSTRIDIUM DIFFICILE INFECTION: A SYSTEMATIC REVIEW.",2017,"The journal of trauma and acute care surgery"
"115","10.1016/J.JAAD.2016.07.002",27615798,"WOS:000386769500017","RECENT TRENDS IN DISEASE SEVERITY AND QUALITY OF LIFE INSTRUMENTS FOR PATIENTS WITH ATOPIC DERMATITIS: A SYSTEMATIC REVIEW.",2017,"Journal of the American Academy of Dermatology"
"116","10.1001/JAMAPSYCHIATRY.2016.1794",27602561,"WOS:000383992300016","ASSOCIATION BETWEEN CHRONIC PHYSICAL CONDITIONS AND THE EFFECTIVENESS OF COLLABORATIVE CARE FOR DEPRESSION: AN INDIVIDUAL PARTICIPANT DATA META-ANALYSIS.",2017,"JAMA psychiatry"
"117","10.1007/S40273-016-0448-2",27592021,"WOS:000392231900005","SYSTEMATIC REVIEW AND QUALITY APPRAISAL OF COST-EFFECTIVENESS ANALYSES OF PHARMACOLOGIC MAINTENANCE TREATMENT FOR CHRONIC OBSTRUCTIVE PULMONARY DISEASE: METHODOLOGICAL CONSIDERATIONS AND RECOMMENDATIONS.",2017,"PharmacoEconomics"
"118","10.1016/J.EBIOM.2016.08.012",27543155,"WOS:000386878100034","GENETIC RISK CAN BE DECREASED: QUITTING SMOKING DECREASES AND DELAYS LUNG CANCER FOR SMOKERS WITH HIGH AND LOW CHRNA5 RISK GENOTYPES - A META-ANALYSIS.",2017,"EBioMedicine"
"119","10.1007/S12325-016-0388-4",27531519,"WOS:000385128800001","SYSTEMATIC REVIEW OF CURRENT DEVICES FOR 24-H INTRAOCULAR PRESSURE MONITORING.",2017,"Advances in therapy"
"120","10.1136/BMJQS-2015-004758",27488124,"WOS:000403566700013","INTERVENTIONS TO IMPROVE HOSPITAL PATIENT SATISFACTION WITH HEALTHCARE PROVIDERS AND SYSTEMS: A SYSTEMATIC REVIEW.",2018,"BMJ quality &amp; safety"
"121","10.1111/JGH.13476",27356122,"WOS:000395649200008","RISK FACTORS FOR METACHRONOUS COLORECTAL CANCER OR POLYP: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2017,"Journal of gastroenterology and hepatology"
"122","10.1016/J.AJHG.2016.05.006",27321945,"WOS:000381616600005","TRANS-ETHNIC META-ANALYSIS AND FUNCTIONAL ANNOTATION ILLUMINATES THE GENETIC ARCHITECTURE OF FASTING GLUCOSE AND INSULIN.",2017,"American journal of human genetics"
"123","10.1161/JAHA.116.003827",27317351,"WOS:000386712700061","META-ANALYSIS OF MEDICATION ADHERENCE INTERVENTIONS AMONG HEART FAILURE PATIENTS: THE LUMPERS MAKE THEIR CASE.",2018,"Journal of the American Heart Association"
"124","10.2522/PTJ.20150401",27313240,"WOS:000389399100010","EFFECTIVENESS OF REHABILITATION INTERVENTIONS TO IMPROVE GAIT SPEED IN CHILDREN WITH CEREBRAL PALSY: SYSTEMATIC REVIEW AND META-ANALYSIS.",2017,"Physical therapy"
"125","10.1016/J.EURURO.2015.12.046",27301798,"WOS:000370357200005","CORRIGENDUM RE: &QUOT;PERCUTANEOUS NEPHROLITHOTOMY VERSUS RETROGRADE INTRARENAL SURGERY: A SYSTEMATIC REVIEW AND META-ANALYSIS&QUOT; [EUR UROL 2015;67:125-37].",2016,"European urology"
"126","10.1002/JRSM.1209",27285532,"WOS:000403317900001","RANDOM-EFFECTS META-ANALYSIS FOR SYSTEMATIC REVIEWS OF PHASE I CLINICAL TRIALS: RARE EVENTS AND MISSING DATA.",2018,"Research synthesis methods"
"127","10.1371/JOURNAL.PONE.0156506",27280404,"WOS:000377563000034","RETENTION OF HIV-INFECTED CHILDREN IN THE FIRST 12 MONTHS OF ANTI-RETROVIRAL THERAPY AND PREDICTORS OF ATTRITION IN RESOURCE LIMITED SETTINGS: A SYSTEMATIC REVIEW.",2017,"PloS one"
"128","10.1016/J.WNEU.2016.05.086",27269210,"WOS:000396442500008","INVASIVE GIANT CELL TUMOR OF THE LATERAL SKULL BASE: A SYSTEMATIC REVIEW, META-ANALYSIS, AND CASE ILLUSTRATION.",2017,"World neurosurgery"
"129","10.1542/PEDS.2015-4496",27230765,"WOS:000378520100034","PREVENTING EXACERBATIONS IN PRESCHOOLERS WITH RECURRENT WHEEZE: A META-ANALYSIS.",2017,"Pediatrics"
"130","10.1136/ARCHDISCHILD-2016-310814",27226525,"WOS:000388822900005","INTERVENTIONS FOR PAEDIATRIC SURGERY PATIENTS WITH COMORBID AUTISM SPECTRUM DISORDER: A SYSTEMATIC LITERATURE REVIEW.",2017,"Archives of disease in childhood"
"131","10.1016/J.CGH.2016.04.001",27068041,"WOS:000381714900011","ADVERSE EVENTS AFTER RADIOFREQUENCY ABLATION IN PATIENTS WITH BARRETT'S ESOPHAGUS: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2017,"Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association"
"132","10.1021/ACS.EST.5B06186",27058059,"WOS:000376331500003","UNTANGLING THE IMPACTS OF CLIMATE CHANGE ON WATERBORNE DISEASES: A SYSTEMATIC REVIEW OF RELATIONSHIPS BETWEEN DIARRHEAL DISEASES AND TEMPERATURE, RAINFALL, FLOODING, AND DROUGHT.",2017,"Environmental science &amp; technology"
"133","10.1038/EJCN.2016.42",27026430,"WOS:000385795800001","FOOD FORTIFICATION FOR BONE HEALTH IN ADULTHOOD: A SCOPING REVIEW.",2017,"European journal of clinical nutrition"
"134","10.1111/JGS.14076",27004732,"WOS:000374705900001","ANTIPSYCHOTIC MEDICATION FOR PREVENTION AND TREATMENT OF DELIRIUM IN HOSPITALIZED ADULTS: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2016,"Journal of the American Geriatrics Society"
"135","10.1016/J.IJCARD.2016.02.146",26991555,"WOS:000373918100023","EFFECT OF DIPEPTIDYL PEPTIDASE-4 INHIBITORS ON HEART FAILURE: A META-ANALYSIS OF RANDOMIZED CLINICAL TRIALS.",2017,"International journal of cardiology"
"136","10.2500/AJRA.2016.30.4298",26980379,"WOS:000372346000002","SYSTEMATIC REVIEW OF THE EFFECTIVENESS OF PERIOPERATIVE PROPHYLACTIC ANTIBIOTICS FOR SKULL BASE SURGERIES.",2016,"American journal of rhinology &amp; allergy"
"137","10.1016/S2213-2600(16)00057-6",26947624,"WOS:000373650800014","ASSOCIATION BETWEEN DRIVING PRESSURE AND DEVELOPMENT OF POSTOPERATIVE PULMONARY COMPLICATIONS IN PATIENTS UNDERGOING MECHANICAL VENTILATION FOR GENERAL ANAESTHESIA: A META-ANALYSIS OF INDIVIDUAL PATIENT DATA.",2017,"The Lancet. Respiratory medicine"
"138","10.1016/J.JAAC.2015.12.006",26903250,"WOS:000371192200006","THE INTERNAL, EXTERNAL, AND DIAGNOSTIC VALIDITY OF SLUGGISH COGNITIVE TEMPO: A META-ANALYSIS AND CRITICAL REVIEW.",2017,"Journal of the American Academy of Child and Adolescent Psychiatry"
"139","10.1007/S00404-016-4048-3",26897498,"WOS:000382922400020","FETO-MATERNAL OUTCOMES OF PREGNANCY COMPLICATED BY KRUKENBERG TUMOR: A SYSTEMATIC REVIEW OF LITERATURE.",2017,"Archives of gynecology and obstetrics"
"140","10.1002/PHAR.1697",26846446,"WOS:000371145500012","EFFECTIVENESS OF PHARMACIST-LED AMIODARONE MONITORING SERVICES ON IMPROVING ADHERENCE TO AMIODARONE MONITORING RECOMMENDATIONS: A SYSTEMATIC REVIEW.",2016,"Pharmacotherapy"
"141","10.1001/JAMA.2015.16316",26717031,"WOS:000366939800022","WILL NEUROIMAGING REVEAL A SEVERE INTRACRANIAL INJURY IN THIS ADULT WITH MINOR HEAD TRAUMA?: THE RATIONAL CLINICAL EXAMINATION SYSTEMATIC REVIEW.",2016,"JAMA"
"142","10.1002/EAT.22481",26710932,"WOS:000373029800004","CARDIOVASCULAR COMPLICATIONS OF ANOREXIA NERVOSA: A SYSTEMATIC REVIEW.",2016,"The International journal of eating disorders"
"143","10.1186/S12889-015-2585-5",26678996,"WOS:000366552700004","IMPLEMENTATION CONDITIONS FOR DIET AND PHYSICAL ACTIVITY INTERVENTIONS AND POLICIES: AN UMBRELLA REVIEW.",2016,"BMC public health"
"144","10.1111/IRV.12363",26602067,"WOS:000373490900007","IMPACT OF NEURAMINIDASE INHIBITORS ON INFLUENZA A(H1N1)PDM09-RELATED PNEUMONIA: AN INDIVIDUAL PARTICIPANT DATA META-ANALYSIS.",2016,"Influenza and other respiratory viruses"
"145","10.1007/S00264-015-3045-7",26572881,"WOS:000377428600002","WORK-HOUR RESTRICTIONS AND ORTHOPAEDIC RESIDENT EDUCATION: A SYSTEMATIC REVIEW.",2018,"International orthopaedics"
"146","10.1007/S10620-015-3959-3",26572780,"WOS:000372301900018","A SYSTEMATIC REVIEW OF ESOPHAGEAL MICRORNA MARKERS FOR DIAGNOSIS AND MONITORING OF BARRETT'S ESOPHAGUS.",2016,"Digestive diseases and sciences"
"147","10.1007/S10072-015-2400-1",26537494,"WOS:000372330000001","RELATIONSHIP BETWEEN BRAIN VOLUME LOSS AND COGNITIVE OUTCOMES AMONG PATIENTS WITH MULTIPLE SCLEROSIS: A SYSTEMATIC LITERATURE REVIEW.",2016,"Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology"
"148","10.1080/15389588.2015.1101078",26507251,"WOS:000375036600007","&QUOT;ARE YOU STILL DRIVING?&QUOT; METASYNTHESIS OF PATIENT PREFERENCES FOR COMMUNICATION WITH HEALTH CARE PROVIDERS.",2017,"Traffic injury prevention"
"149","10.1016/J.JPEDS.2015.09.032",26500108,"WOS:000368592500030","GLUTEN INTRODUCTION TO INFANT FEEDING AND RISK OF CELIAC DISEASE: SYSTEMATIC REVIEW AND META-ANALYSIS.",2016,"The Journal of pediatrics"
"150","10.1245/S10434-015-4900-X",26480850,"WOS:000371333200021","OPEN VERSUS LAPAROSCOPIC ADRENALECTOMY FOR ADRENOCORTICAL CARCINOMA: A META-ANALYSIS OF SURGICAL AND ONCOLOGICAL OUTCOMES.",2016,"Annals of surgical oncology"
"151","10.1007/S11999-015-4590-5",26472583,"WOS:000373354800016","IS AGE OR SURGICAL APPROACH ASSOCIATED WITH OSTEONECROSIS IN PATIENTS WITH DEVELOPMENTAL DYSPLASIA OF THE HIP? A META-ANALYSIS.",2016,"Clinical orthopaedics and related research"
"152","10.1016/J.NEUROIMAGE.2015.09.042",26419389,"WOS:000366646700075","META-ANALYSIS OF REAL-TIME FMRI NEUROFEEDBACK STUDIES USING INDIVIDUAL PARTICIPANT DATA: HOW IS BRAIN REGULATION MEDIATED?",2016,"NeuroImage"
"153","10.1007/S10519-015-9737-3",26392368,"WOS:000370135800001","ASSOCIATION OF THE OPRM1 VARIANT RS1799971 (A118G) WITH NON-SPECIFIC LIABILITY TO SUBSTANCE DEPENDENCE IN A COLLABORATIVE DE NOVO META-ANALYSIS OF EUROPEAN-ANCESTRY COHORTS.",2017,"Behavior genetics"
"154","10.1002/14651858.CD007951.PUB2",26374731,"WOS:000366059800036","HEMODIALYSIS FOR LITHIUM POISONING.",2016,"The Cochrane database of systematic reviews"
"155","10.1111/APT.13376",26304302,"WOS:000362447900002","SYSTEMATIC REVIEW: MICROBIAL DYSBIOSIS AND NONALCOHOLIC FATTY LIVER DISEASE.",2016,"Alimentary pharmacology &amp; therapeutics"
"156","10.1007/S00259-015-3155-X",26253273,"WOS:000363867900003","THE EFFICACY OF (177)LU-LABELLED PEPTIDE RECEPTOR RADIONUCLIDE THERAPY IN PATIENTS WITH NEUROENDOCRINE TUMOURS: A META-ANALYSIS.",2016,"European journal of nuclear medicine and molecular imaging"
"157","10.1016/J.JADOHEALTH.2015.03.010",26112735,"WOS:000356773200004","YOUNG DRIVERS AND THEIR PASSENGERS: A SYSTEMATIC REVIEW OF EPIDEMIOLOGICAL STUDIES ON CRASH RISK.",2016,"The Journal of adolescent health : official publication of the Society for Adolescent Medicine"
"158","10.1111/DME.12734",26096918,"WOS:000359853000003","TYPE 1 DIABETES AND RISK OF FRACTURE: META-ANALYSIS AND REVIEW OF THE LITERATURE.",2016,"Diabetic medicine : a journal of the British Diabetic Association"
"159","10.1016/J.OOOO.2015.03.007",26093680,"WOS:000356454800007","HYPERBARIC OXYGEN THERAPY FOR THE TREATMENT OF RADIATION-INDUCED XEROSTOMIA: A SYSTEMATIC REVIEW.",2016,"Oral surgery, oral medicine, oral pathology and oral radiology"
"160","10.1177/1753465815589698",26085510,"WOS:000361905800001","NARROW-BAND IMAGING BRONCHOSCOPY IN THE DETECTION OF PREMALIGNANT AIRWAY LESIONS: A META-ANALYSIS OF DIAGNOSTIC TEST ACCURACY.",2016,"Therapeutic advances in respiratory disease"
"161","10.3324/HAEMATOL.2015.123455",26001789,"WOS:000365045100021","HOSPITAL-ASSOCIATED VENOUS THROMBOEMBOLISM IN PEDIATRICS: A SYSTEMATIC REVIEW AND META-ANALYSIS OF RISK FACTORS AND RISK-ASSESSMENT MODELS.",2016,"Haematologica"
"162","10.1001/JAMAINTERNMED.2015.1513",25938303,"WOS:000357604400011","SAFETY AND PROCEDURAL SUCCESS OF LEFT ATRIAL APPENDAGE EXCLUSION WITH THE LARIAT DEVICE: A SYSTEMATIC REVIEW OF PUBLISHED REPORTS AND ANALYTIC REVIEW OF THE FDA MAUDE DATABASE.",2015,"JAMA internal medicine"
"163","10.1177/0269216315583446",25921709,"WOS:000370816400003","ESTABLISHING PSYCHOSOCIAL PALLIATIVE CARE STANDARDS FOR CHILDREN AND ADOLESCENTS WITH CANCER AND THEIR FAMILIES: AN INTEGRATIVE REVIEW.",2016,"Palliative medicine"
"164","10.1097/JCN.0000000000000242",25882647,"WOS:000375047600007","THE PERCEPTIONS OF IMPORTANT ELEMENTS OF CAREGIVING FOR A LEFT VENTRICULAR ASSIST DEVICE PATIENT: A QUALITATIVE META-SYNTHESIS.",2017,"The Journal of cardiovascular nursing"
"165","10.1093/JNCI/DJV100",25873736,"WOS:000355088600029","CHRNA5 RISK VARIANT PREDICTS DELAYED SMOKING CESSATION AND EARLIER LUNG CANCER DIAGNOSIS--A META-ANALYSIS.",2015,"Journal of the National Cancer Institute"
"166","10.1111/BCP.12657",25868941,"WOS:000362084200020","THE IMPACT OF PHARMACEUTICAL CARE INTERVENTIONS FOR MEDICATION UNDERUSE IN OLDER PEOPLE: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2016,"British journal of clinical pharmacology"
"167","10.1001/JAMAINTERNMED.2015.0237",25775274,"WOS:000356178400013","EFFECT OF VITAMIN D SUPPLEMENTATION ON BLOOD PRESSURE: A SYSTEMATIC REVIEW AND META-ANALYSIS INCORPORATING INDIVIDUAL PATIENT DATA.",2015,"JAMA internal medicine"
"168","10.2105/AJPH.2014.302498",25713970,"WOS:000357387800011","A SYSTEMATIC REVIEW OF RANDOMIZED CONTROLLED TRIALS OF INTERVENTIONS TO IMPROVE THE HEALTH OF PERSONS DURING IMPRISONMENT AND IN THE YEAR AFTER RELEASE.",2015,"American journal of public health"
"169","10.1016/J.EJOGRB.2015.01.010",25668134,"WOS:000350835100018","FETO-MATERNAL OUTCOMES OF PREGNANCY COMPLICATED BY EPITHELIAL OVARIAN CANCER: A SYSTEMATIC REVIEW OF LITERATURE.",2015,"European journal of obstetrics, gynecology, and reproductive biology"
"170","10.1016/J.JAIP.2014.09.018",25609326,"WOS:000354211800015","NETWORK META-ANALYSIS SHOWS COMMERCIALIZED SUBCUTANEOUS AND SUBLINGUAL GRASS PRODUCTS HAVE COMPARABLE EFFICACY.",2015,"The journal of allergy and clinical immunology. In practice"
"171","10.1017/S0950268814003847",25600652,"WOS:000358844800001","THE IMPACT OF SOCIOECONOMIC STATUS ON FOODBORNE ILLNESS IN HIGH-INCOME COUNTRIES: A SYSTEMATIC REVIEW.",2015,"Epidemiology and infection"
"172","10.1186/S13054-016-1434-Y",27538711,"WOS:000381617700001","PROBIOTIC AND SYNBIOTIC THERAPY IN CRITICAL ILLNESS: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2018,"Critical care (London, England)"
"173","10.1016/J.JEMERMED.2014.10.009",25534900,"WOS:000350581300027","INTRAVENOUS LIPID EMULSION IN THE EMERGENCY DEPARTMENT: A SYSTEMATIC REVIEW OF RECENT LITERATURE.",2015,"The Journal of emergency medicine"
"174","10.1016/S2213-2600(14)70228-0",25466352,"WOS:000345823600025","INCIDENCE OF MORTALITY AND MORBIDITY RELATED TO POSTOPERATIVE LUNG INJURY IN PATIENTS WHO HAVE UNDERGONE ABDOMINAL OR THORACIC SURGERY: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2015,"The Lancet. Respiratory medicine"
"175","10.1016/J.JAAD.2014.10.013",25455609,"WOS:000347903200014","EFFECT OF TONSILLECTOMY ON PSORIASIS: A SYSTEMATIC REVIEW.",2015,"Journal of the American Academy of Dermatology"
"176","10.1310/HCT1506-231",25433663,"WOS:000345675300001","DISCONTINUATION OF TENOFOVIR DISOPROXIL FUMARATE FOR PRESUMED RENAL ADVERSE EVENTS IN TREATMENT-NAÏVE HIV-1 PATIENTS: META-ANALYSIS OF RANDOMIZED CLINICAL STUDIES.",2015,"HIV clinical trials"
"177","10.1001/JAMA.2014.14173",25369490,"WOS:000344194500016","BEHAVIORAL TREATMENT OF OBESITY IN PATIENTS ENCOUNTERED IN PRIMARY CARE SETTINGS: A SYSTEMATIC REVIEW.",2014,"JAMA"
"178","10.3899/JRHEUM.140881",25362716,"WOS:000344598900034","TREATMENTS FOR NAIL PSORIASIS: A SYSTEMATIC REVIEW BY THE GRAPPA NAIL PSORIASIS WORK GROUP.",2016,"The Journal of rheumatology"
"179","10.1002/14651858.CD009439.PUB2",25353703,"WOS:000347646000060","INTERVENTIONS FOR PRIMARY PREVENTION OF SUICIDE IN UNIVERSITY AND OTHER POST-SECONDARY EDUCATIONAL SETTINGS.",2014,"The Cochrane database of systematic reviews"
"180","10.1111/ACER.12529",25346507,"WOS:000344350600019","PREDICTORS OF SEVERE ALCOHOL WITHDRAWAL SYNDROME: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2015,"Alcoholism, clinical and experimental research"
"181","10.1002/PON.3704",25328103,"WOS:000358618900001","PSYCHOSOCIAL TELEPHONE INTERVENTIONS FOR PATIENTS WITH CANCER AND SURVIVORS: A SYSTEMATIC REVIEW.",2016,"Psycho-oncology"
"182","10.5664/JCSM.4354",25325592,"WOS:000351167800004","COMPARATIVE META-ANALYSIS OF PRAZOSIN AND IMAGERY REHEARSAL THERAPY FOR NIGHTMARE FREQUENCY, SLEEP QUALITY, AND POSTTRAUMATIC STRESS.",2015,"Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine"
"183","10.5588/IJTLD.14.0120",25299873,"WOS:000343530200020","THE EPIDEMIOLOGIC RELATIONSHIP BETWEEN TUBERCULOSIS AND NON-TUBERCULOUS MYCOBACTERIAL DISEASE: A SYSTEMATIC REVIEW.",2015,"The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease"
"184","10.1111/JCPT.12216",25294655,"WOS:000347240200001","A SYSTEMATIC REVIEW OF THE EFFICACY OF VENLAFAXINE FOR THE TREATMENT OF FIBROMYALGIA.",2015,"Journal of clinical pharmacy and therapeutics"
"185","10.1161/CIRCHEARTFAILURE.114.001391",25294625,"WOS:000345288800019","CLINICAL OUTCOMES AFTER CONTINUOUS-FLOW LEFT VENTRICULAR ASSIST DEVICE: A SYSTEMATIC REVIEW.",2015,"Circulation. Heart failure"
"186","10.1371/JOURNAL.PONE.0108405",25247558,"WOS:000342351800085","BOTH CARBOPLATIN AND BEVACIZUMAB IMPROVE PATHOLOGICAL COMPLETE REMISSION RATE IN NEOADJUVANT TREATMENT OF TRIPLE NEGATIVE BREAST CANCER: A META-ANALYSIS.",2016,"PloS one"
"187","10.1016/J.EJOGRB.2014.07.050",25150955,"WOS:000343952000030","CLINICAL CHARACTERISTICS AND OUTCOMES OF UTERINE TUMORS RESEMBLING OVARIAN SEX-CORD TUMORS (UTROSCT): A SYSTEMATIC REVIEW OF LITERATURE.",2015,"European journal of obstetrics, gynecology, and reproductive biology"
"188","10.1016/J.EJOGRB.2014.07.047",25150953,"WOS:000343952000028","FETO-MATERNAL OUTCOMES OF PREGNANCY COMPLICATED BY OVARIAN MALIGNANT GERM CELL TUMOR: A SYSTEMATIC REVIEW OF LITERATURE.",2015,"European journal of obstetrics, gynecology, and reproductive biology"
"189","10.1177/1479972314546766",25147348,"WOS:000344654000006","PREDICTORS OF EFFICACY FOR ENDOBRONCHIAL VALVES IN BRONCHOSCOPIC LUNG VOLUME REDUCTION: A META-ANALYSIS.",2015,"Chronic respiratory disease"
"190","10.1093/EURHEARTJ/EHU292",25112661,"WOS:000347856100017","PERCUTANEOUS CLOSURE OF PATENT FORAMEN OVALE IN PATIENTS WITH CRYPTOGENIC EMBOLISM: A NETWORK META-ANALYSIS.",2016,"European heart journal"
"191","10.1016/J.EURURO.2014.07.003",25064687,"WOS:000345615400028","PERCUTANEOUS NEPHROLITHOTOMY VERSUS RETROGRADE INTRARENAL SURGERY: A SYSTEMATIC REVIEW AND META-ANALYSIS.",2015,"European urology"
"192","10.1097/JOM.0000000000000171",24905421,"WOS:000338760100005","HEALTH PROMOTION IN SMALL BUSINESS: A SYSTEMATIC REVIEW OF FACTORS INFLUENCING ADOPTION AND EFFECTIVENESS OF WORKSITE WELLNESS PROGRAMS.",2015,"Journal of occupational and environmental medicine"
"193","10.2147/COPD.S63378",24868153,"WOS:000335848100001","EFFICACY OF BRONCHOSCOPIC LUNG VOLUME REDUCTION: A META-ANALYSIS.",2014,"International journal of chronic obstructive pulmonary disease"
"194","10.1016/S2213-2600(14)70041-4",24815805,"WOS:000336716300022","EFFECTIVENESS OF NEURAMINIDASE INHIBITORS IN REDUCING MORTALITY IN PATIENTS ADMITTED TO HOSPITAL WITH INFLUENZA A H1N1PDM09 VIRUS INFECTION: A META-ANALYSIS OF INDIVIDUAL PARTICIPANT DATA.",2015,"The Lancet. Respiratory medicine"
"195","10.1016/J.EJOGRB.2014.04.017",24768232,"WOS:000340318200040","FETO-MATERNAL OUTCOME OF PREGNANCY COMPLICATED BY VULVAR CANCER: A SYSTEMATIC REVIEW OF LITERATURE.",2015,"European journal of obstetrics, gynecology, and reproductive biology"
"196","10.1136/AMIAJNL-2013-002370",24682495,"WOS:000337660600029","CLINICAL RESEARCH DATA WAREHOUSE GOVERNANCE FOR DISTRIBUTED RESEARCH NETWORKS IN THE USA: A SYSTEMATIC REVIEW OF THE LITERATURE.",2014,"Journal of the American Medical Informatics Association : JAMIA"
"197","10.1177/0363546514523386",24569702,"WOS:000342805000032","POSTERIOR STERNOCLAVICULAR JOINT INJURIES IN THE ADOLESCENT POPULATION: A META-ANALYSIS.",2014,"The American journal of sports medicine"
"198","10.1097/MCO.0000000000000039",24500437,"WOS:000333450400002","ENTERAL FISH OIL IN CRITICAL ILLNESS: PERSPECTIVES AND SYSTEMATIC REVIEW.",2014,"Current opinion in clinical nutrition and metabolic care"
"199","10.1016/J.AVSG.2013.07.012",24485779,"WOS:000330583100057","SARCOMAS OF THE AORTA: A SYSTEMATIC REVIEW AND POOLED ANALYSIS OF PUBLISHED REPORTS.",2014,"Annals of vascular surgery"
"200","10.1016/J.EJOGRB.2013.12.025",24439718,"WOS:000335432000001","FETO-MATERNAL OUTCOMES OF PREGNANCY COMPLICATED BY OVARIAN SEX-CORD STROMAL TUMOR: A SYSTEMATIC REVIEW OF LITERATURE.",2014,"European journal of obstetrics, gynecology, and reproductive biology"
"201","10.2147/JMDH.S175512",30288046,"WOS:000442641400300","HOME CARE WORKERS IN HEART FAILURE: A SYSTEMATIC REVIEW.",2018,"Journal of multidisciplinary healthcare"
