"","X","url","author","title","journal","year","doi","JIF","maxRank","id","times.cited","coauthor","intext","librarian"
"165",165,"https://www.ncbi.nlm.nih.gov/pubmed/28589531
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5684078/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5684078/pdf/13142_2017_Article_502.pdf","Kelsey A. Luoma and Ian M. Leavitt and Joel C. Marrs and Andrea L. Nederveld and Judith G. Regensteiner and Andrea L. Dunn and Russell E. Glasgow and Amy G. Huebschmann","How can clinical practices pragmatically increase physical activity for patients with type 2 diabetes? A systematic review","TRANSLATIONAL BEHAVIORAL MEDICINE",2017,"10.1007/s13142-017-0502-4",2.521,69.34,"pubmed/28589531",5,NA,TRUE,TRUE
"166",166,"https://www.ncbi.nlm.nih.gov/pubmed/27486965
https://www.tandfonline.com/doi/pdf/10.1080/15569527.2016.1217423?needAccess=true","Darren D. Lynn and Leonid M. Zukin and Robert Dellavalle","The safety and efficacy of Diphoterine for ocular and cutaneous burns in humans","CUTANEOUS AND OCULAR TOXICOLOGY",2017,"10.1080/15569527.2016.1217423",0.888,7.63,"pubmed/27486965",3,FALSE,FALSE,FALSE
"167",167,"https://www.ncbi.nlm.nih.gov/pubmed/29671523
https://www.aafp.org/afp/2018/0215/p269.pdf","Corey Lyon and Hannah Fields and Shannon Langner and Kristen DeSanto","Diabetes Education and Glycemic Control","AMERICAN FAMILY PHYSICIAN",2018,NA,2.58,81.58,"pubmed/29671523",NA,TRUE,NA,TRUE
"168",168,"https://www.ncbi.nlm.nih.gov/pubmed/29908360","Christopher Ma and Bram D. {van Rhijn} and Vipul Jairath and Tran M. Nguyen and Claire E. Parker and Seema S. Aceves and Glenn T. Furuta and Sandeep K. Gupta and David A. Katzka and Ekaterina Safroneeva and Alain M. Schoepfer and Alex Straumann and Jonathan M. Spergel and Rish K. Pai and Brian G. Feagan and Ikuo Hirano and Evan S. Dellon and Albert J. Bredenoord","Heterogeneity in Clinical, Endoscopic, and Histologic Outcome Measures and Placebo Response Rates in Clinical Trials of Eosinophilic Esophagitis: A Systematic Review","CLINICAL GASTROENTEROLOGY AND HEPATOLOGY : THE OFFICIAL CLINICAL PRACTICE JOURNAL OF THE AMERICAN GASTROENTEROLOGICAL ASSOCIATION",2018,"10.1016/j.cgh.2018.06.005",7.958,91.07,"pubmed/29908360",5,FALSE,FALSE,FALSE
"169",169,"https://www.ncbi.nlm.nih.gov/pubmed/24729674
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3963212/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3963212/pdf/DTE2014-309618.pdf","Mohammad F. Madhoun and Sachin Wani and Sam Hong and William M. Tierney and John T. Maple","Endoscopic papillary large balloon dilation reduces the need for mechanical lithotripsy in patients with large bile duct stones: a systematic review and meta-analysis","DIAGNOSTIC AND THERAPEUTIC ENDOSCOPY",2014,"10.1155/2014/309618",NA,NA,"pubmed/24729674",NA,FALSE,FALSE,FALSE
"170",170,"https://www.ncbi.nlm.nih.gov/pubmed/25882647
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4607551/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4607551/pdf/nihms647109.pdf","Molly Magid and Jacqueline Jones and Larry A. Allen and Colleen K. McIlvennan and Katie Magid and Jocelyn S. Thompson and Daniel D. Matlock","The Perceptions of Important Elements of Caregiving for a Left Ventricular Assist Device Patient: A Qualitative Meta-Synthesis","THE JOURNAL OF CARDIOVASCULAR NURSING",2016,"10.1097/JCN.0000000000000242",2.105,92.67,"pubmed/25882647",15,FALSE,FALSE,FALSE
"171",171,"https://www.ncbi.nlm.nih.gov/pubmed/29212379
https://www.tandfonline.com/doi/pdf/10.1080/09638288.2017.1411982?needAccess=true","Dawn Magnusson and Frank Sweeney and Michel Landry","Provision of rehabilitation services for children with disabilities living in low- and middle-income countries: a scoping review","DISABILITY AND REHABILITATION",2019,"10.1080/09638288.2017.1411982",2.054,70,"pubmed/29212379",3,NA,TRUE,TRUE
"172",172,"<Go to ISI>://WOS:000407971600041
https://link.springer.com/content/pdf/10.1007%2Fs11695-017-2807-2.pdf","D. E. Magouliotis and V. S. Tasiopoulou and A. A. Svokos and K. A. Svokos and E. Sioka and D. Zacharoulis","One-Anastomosis Gastric Bypass Versus Sleeve Gastrectomy for Morbid Obesity: a Systematic Review and Meta-analysis","OBESITY SURGERY",2017,"10.1007/s11695-017-2807-2",3.895,91.25,"WOS:000407971600041",11,FALSE,FALSE,FALSE
"173",173,"<Go to ISI>://WOS:000400029400036
https://link.springer.com/content/pdf/10.1007%2Fs11695-017-2644-3.pdf","D. E. Magouliotis and V. S. Tasiopoulou and A. A. Svokos and K. A. Svokos and E. Sioka and D. Zacharoulis","Roux-En-Y Gastric Bypass versus Sleeve Gastrectomy as Revisional Procedure after Adjustable Gastric Band: a Systematic Review and Meta-Analysis","OBESITY SURGERY",2017,"10.1007/s11695-017-2644-3",3.895,91.25,"WOS:000400029400036",14,FALSE,FALSE,FALSE
"174",174,"<Go to ISI>://WOS:000424079300001","D. E. Magouliotis and V. S. Tasiopoulou and A. A. Svokos and K. A. Svokos and E. Sioka and D. Zacharoulis","Single Incision Versus Conventional Laparoscopic Sleeve Gastrectomy for Morbid Obesity: A Meta-Analysis","JOURNAL OF LAPAROENDOSCOPIC & ADVANCED SURGICAL TECHNIQUES",2018,"10.1089/lap.2017.0245",1.322,29.8,"WOS:000424079300001",0,FALSE,FALSE,FALSE
"175",175,"https://www.ncbi.nlm.nih.gov/pubmed/26001789
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5004420/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5004420/pdf/1001045.pdf","Arash Mahajerin and Brian R. Branchford and Ernest K. Amankwah and Leslie Raffini and Elizabeth Chalmers and C. Heleen {van Ommen} and Neil A. Goldenberg","Hospital-associated venous thromboembolism in pediatrics: a systematic review and meta-analysis of risk factors and risk-assessment models","HAEMATOLOGICA",2015,"10.3324/haematol.2015.123455",6.671,95,"pubmed/26001789",25,NA,TRUE,TRUE
"176",176,"<Go to ISI>://WOS:000337177400005
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4607253/pdf/nihms728381.pdf","S. E. Majowicz and E. Scallan and A. Jones-Bitton and J. M. Sargeant and J. Stapleton and F. J. Angulo and D. H. Yeung and M. D. Kirk","Global Incidence of Human Shiga Toxin-Producing Escherichia coli Infections and Deaths: A Systematic Review and Knowledge Synthesis","FOODBORNE PATHOGENS AND DISEASE",2014,"10.1089/fpd.2013.1704",1.905,69.51,"WOS:000337177400005",96,TRUE,NA,TRUE
"177",177,"https://www.ncbi.nlm.nih.gov/pubmed/26572780
https://link.springer.com/content/pdf/10.1007%2Fs10620-015-3959-3.pdf","Reema Mallick and Santosh K. Patnaik and Sachin Wani and Ajay Bansal","A Systematic Review of Esophageal MicroRNA Markers for Diagnosis and Monitoring of Barrett's Esophagus","DIGESTIVE DISEASES AND SCIENCES",2016,"10.1007/s10620-015-3959-3",2.875,51.27,"pubmed/26572780",19,FALSE,FALSE,FALSE
"178",178,"https://www.ncbi.nlm.nih.gov/pubmed/27538711
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4991010/","William Manzanares and Margot Lemieux and Pascal L. Langlois and Paul E. Wischmeyer","Probiotic and synbiotic therapy in critical illness: a systematic review and meta-analysis","CRITICAL CARE (LONDON, ENGLAND)",2016,"10.1186/s13054-016-1434-y",5.358,83.33,"pubmed/27538711",60,FALSE,FALSE,FALSE
"179",179,"https://www.ncbi.nlm.nih.gov/pubmed/28202713
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5310969/
https://www.bmj.com/content/bmj/356/bmj.i6583.full.pdf","Adrian R. Martineau and David A. Jolliffe and Richard L. Hooper and Lauren Greenberg and John F. Aloia and Peter Bergman and Gal Dubnov-Raz and Susanna Esposito and Davaasambuu Ganmaa and Adit A. Ginde and Emma C. Goodall and Cameron C. Grant and Christopher J. Griffiths and Wim Janssens and Ilkka Laaksi and Semira Manaseki-Holland and David Mauger and David R. Murdoch and Rachel Neale and Judy R. Rees and Jr. {Simpson Steve} and Iwona Stelmach and Geeta Trilok Kumar and Mitsuyoshi Urashima and Jr. {Camargo Carlos A.}","Vitamin D supplementation to prevent acute respiratory tract infections: systematic review and meta-analysis of individual participant data","BMJ (CLINICAL RESEARCH ED.)",2017,"10.1136/bmj.i6583",2.413,72.58,"pubmed/28202713",155,FALSE,FALSE,FALSE
"180",180,"<Go to ISI>://WOS:000405574300011","O. Martinez and J. Boles and M. Munoz-Laboy and E. C. Levine and C. Ayamele and R. Eisenberg and J. Manusov and J. Draine","Bridging Health Disparity Gaps through the Use of Medical Legal Partnerships in Patient Care: A Systematic Review","JOURNAL OF LAW MEDICINE & ETHICS",2017,"10.1177/1073110517720654",0.986,52.88,"WOS:000405574300011",1,FALSE,FALSE,FALSE
"181",181,"https://www.ncbi.nlm.nih.gov/pubmed/30570760
https://onlinelibrary.wiley.com/doi/full/10.1002/lary.27627","Conner Massey and Anbuselvan Dharmarajan and Raveendhara R. Bannuru and Elie Rebeiz","Management of N0 neck in early oral squamous cell carcinoma: A systematic review and meta-analysis","THE LARYNGOSCOPE",2019,"10.1002/lary.27627",2.343,72.62,"pubmed/30570760",0,FALSE,FALSE,FALSE
"182",182,"https://www.ncbi.nlm.nih.gov/pubmed/24768232","Koji Matsuo and Stephanie A. Whitman and Erin A. Blake and Charlotte L. Conturie and Marcia A. Ciccone and Carrie E. Jung and Tsuyoshi Takiuchi and Masato Nishimura","Feto-maternal outcome of pregnancy complicated by vulvar cancer: a systematic review of literature","EUROPEAN JOURNAL OF OBSTETRICS, GYNECOLOGY, AND REPRODUCTIVE BIOLOGY",2014,"10.1016/j.ejogrb.2014.04.017",1.695,44.94,"pubmed/24768232",7,FALSE,FALSE,FALSE
"183",183,"https://www.ncbi.nlm.nih.gov/pubmed/26681351","Paul G. Matz and R. J. Meagher and Tim Lamer and Jr. {Tontz William L.} and Thiru M. Annaswamy and R. Carter Cassidy and Charles H. Cho and Paul Dougherty and John E. Easa and Dennis E. Enix and Bryan A. Gunnoe and Jack Jallo and Terrence D. Julien and Matthew B. Maserati and Robert C. Nucci and John E. O'Toole and Karie Rosolowski and Jonathan N. Sembrano and Alan T. Villavicencio and Jens-Peter Witt","Guideline summary review: An evidence-based clinical guideline for the diagnosis and treatment of degenerative lumbar spondylolisthesis","THE SPINE JOURNAL : OFFICIAL JOURNAL OF THE NORTH AMERICAN SPINE SOCIETY",2016,"10.1016/j.spinee.2015.11.055",2.962,87.5,"pubmed/26681351",43,NA,TRUE,TRUE
"184",184,"https://www.ncbi.nlm.nih.gov/pubmed/26572881
https://link.springer.com/content/pdf/10.1007%2Fs00264-015-3045-7.pdf","Nathan S. Mauser and James D. Michelson and Hannah Gissel and Corey Henderson and Cyril Mauffrey","Work-hour restrictions and orthopaedic resident education: a systematic review","INTERNATIONAL ORTHOPAEDICS",2016,"10.1007/s00264-015-3045-7",2.52,75.66,"pubmed/26572881",4,FALSE,FALSE,FALSE
"185",185,"https://www.ncbi.nlm.nih.gov/pubmed/24905421
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4471849/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4471849/pdf/nihms698665.pdf","Kira McCoy and Kaylan Stinson and Kenneth Scott and Liliana Tenney and Lee S. Newman","Health promotion in small business: a systematic review of factors influencing adoption and effectiveness of worksite wellness programs","JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE",2014,"10.1097/JOM.0000000000000171",1.63,48.79,"pubmed/24905421",34,FALSE,FALSE,FALSE
"186",186,"https://www.ncbi.nlm.nih.gov/pubmed/29439639
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6714868/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6714868/pdf/10.1177_1076029617746506.pdf","Craig P. McFarland and Stuart E. Lind","Thrombin Generation Biomarkers Decline With Parenteral Anticoagulation-An Overlooked Means of Anticoagulation Monitoring?","CLINICAL AND APPLIED THROMBOSIS/HEMOSTASIS : OFFICIAL JOURNAL OF THE INTERNATIONAL ACADEMY OF CLINICAL AND APPLIED THROMBOSIS/HEMOSTASIS",2018,"10.1177/1076029617746506",1.846,28.46,"pubmed/29439639",0,FALSE,FALSE,FALSE
"187",187,"https://www.ncbi.nlm.nih.gov/pubmed/25294625
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4241134/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4241134/pdf/nihms634149.pdf","Colleen K. McIlvennan and Kate H. Magid and Amrut V. Ambardekar and Jocelyn S. Thompson and Daniel D. Matlock and Larry A. Allen","Clinical outcomes after continuous-flow left ventricular assist device: a systematic review","CIRCULATION. HEART FAILURE",2014,"10.1161/CIRCHEARTFAILURE.114.001391",15.073,99.17,"pubmed/25294625",74,FALSE,FALSE,FALSE
"188",188,"https://www.ncbi.nlm.nih.gov/pubmed/29736895
https://link.springer.com/article/10.1007%2Fs40273-018-0658-x","R. Brett McQueen and Danielle N. Sheehan and Melanie D. Whittington and Job F. M. {van Boven} and Jonathan D. Campbell","Cost-Effectiveness of Biological Asthma Treatments: A Systematic Review and Recommendations for Future Economic Evaluations","PHARMACOECONOMICS",2018,"10.1007/s40273-018-0658-x",3.705,83.16,"pubmed/29736895",13,FALSE,FALSE,FALSE
"189",189,"https://www.ncbi.nlm.nih.gov/pubmed/25868941
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4594715/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4594715/pdf/bcp0080-0768.pdf","Andreas D. Meid and Anette Lampert and Alina Burnett and Hanna M. Seidling and Walter E. Haefeli","The impact of pharmaceutical care interventions for medication underuse in older people: a systematic review and meta-analysis","BRITISH JOURNAL OF CLINICAL PHARMACOLOGY",2015,"10.1111/bcp.12657",3.83,80.98,"pubmed/25868941",24,FALSE,FALSE,FALSE
"190",190,"https://www.ncbi.nlm.nih.gov/pubmed/24947271
https://www.ncbi.nlm.nih.gov/books/NBK248156/
https://watermark.silverchair.com/jsu041.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAoswggKHBgkqhkiG9w0BBwagggJ4MIICdAIBADCCAm0GCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMu5LO7SOsgQfs-lTqAgEQgIICPhalnmnQNRCQ5l6iXyoZZSJU2ToMb3ZNo9SCHAlzSLbu7eB1NV5ySR62RcpxwXu4Ff7y19qMo9JdJeCGiLP4Pa_eqQnI5mVeHUyK8f-hOksQHBV3Q3_rzsTbrs655ZpHitX68bPZ7-EStE_-w-UoMXTw4p6ao7_a2I7QwXV9CKk4OInMqPyR-9-afRfoZ7hbOb77ZdgiQjqJ4V506whWyKLG7tG4q3ovzLC6FZlrfPKqmMmNkIiDOFzlYzqqD8vKG2gfgHxvCDamTE7z_CrfMWLjPuIKQ7j5FK-SIkibiB0xJTLgxeE1Oj9zDdpl97nXQdPRFmmcnOBn6pvCI4gRp_EFSsIee1xzbU2Rji7V8t-Z7gmM5zunW2raHcUA66scvee0xvGxIlSHBfSfEMcc2wu6qhPrRBpSbPkZeZcC05BGjcloljKIe1YT8g_KwoSw63xK8LLwlBx9WTFQWcrDqNBmoiLeOKuXmoE4BHIXMdmGSJkoeqFI9il-ePp5-fXzNgIhJV6vf5X5wrN9EC93J3D2yO_bYHw60pkqZcwLPm-0eiypKi-Sj0Hy0_PNt5ZZTh23wNvFjHS2GhB4Mx8iabc5AfxtC5TEuCKFCF6_up9ZXPLtWHf2l6EIfjaMOm-cNo23SOd8mFx4njtaNMqIOf2JfoXrQvwrnOFDQr7kWfSCZanKgWH8ud4qVg-tkL3UxnR4-ZZBSdl4p4KuscmHmLJ16WhBEZ_WeYZoJbm16hDeOjaUDTEMQEpOsUoXrp0","Lisa J. Meltzer and Jodi A. Mindell","Systematic review and meta-analysis of behavioral interventions for pediatric insomnia","JOURNAL OF PEDIATRIC PSYCHOLOGY",2014,"10.1093/jpepsy/jsu041",2.472,69.85,"pubmed/24947271",79,FALSE,FALSE,FALSE
"191",191,"https://www.ncbi.nlm.nih.gov/pubmed/29247556
https://onlinelibrary.wiley.com/doi/full/10.1111/dme.13568","L. H. Messer and R. Johnson and K. A. Driscoll and J. Jones","Best friend or spy: a qualitative meta-synthesis on the impact of continuous glucose monitoring on life with Type 1 diabetes","DIABETIC MEDICINE : A JOURNAL OF THE BRITISH DIABETIC ASSOCIATION",2018,"10.1111/dme.13568",3.107,50.69,"pubmed/29247556",13,FALSE,FALSE,FALSE
"192",192,"https://www.ncbi.nlm.nih.gov/pubmed/30261758
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6437000/
https://www.tandfonline.com/doi/pdf/10.1080/09638288.2018.1492031?needAccess=true","Matthew J. Miller and Jacqueline Jones and Chelsey B. Anderson and Cory L. Christiansen","Factors influencing participation in physical activity after dysvascular amputation: a qualitative meta-synthesis","DISABILITY AND REHABILITATION",2018,"10.1080/09638288.2018.1492031",2.054,70,"pubmed/30261758",NA,FALSE,FALSE,FALSE
"193",193,"https://www.ncbi.nlm.nih.gov/pubmed/28715273
https://www.tandfonline.com/doi/pdf/10.1080/09593985.2017.1345026?needAccess=true","Ulrike H. Mitchell and Kevin Helgeson and Paul Mintken","Physiological effects of physical therapy interventions on lumbar intervertebral discs: A systematic review","PHYSIOTHERAPY THEORY AND PRACTICE",2017,"10.1080/09593985.2017.1345026",1.129,26.92,"pubmed/28715273",0,FALSE,FALSE,FALSE
"194",194,"https://www.ncbi.nlm.nih.gov/pubmed/29040626
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5837344/
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5837344/pdf/dyx202.pdf","Katherine A. Moon and Shilpi Oberoi and Aaron Barchowsky and Yu Chen and Eliseo Guallar and Keeve E. Nachman and Mahfuzar Rahman and Nazmul Sohel and Daniela D'Ippoliti and Timothy J. Wade and Katherine A. James and Shohreh F. Farzan and Margaret R. Karagas and Habibul Ahsan and Ana Navas-Acien","A dose-response meta-analysis of chronic arsenic exposure and incident cardiovascular disease","INTERNATIONAL JOURNAL OF EPIDEMIOLOGY",2017,"10.1093/ije/dyx202",8.36,97.51,"pubmed/29040626",21,FALSE,FALSE,FALSE
"195",195,"https://www.ncbi.nlm.nih.gov/pubmed/27313240
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5131187/
https://watermark.silverchair.com/ptj1938.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAokwggKFBgkqhkiG9w0BBwagggJ2MIICcgIBADCCAmsGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMeCQUrEqBpSnSmsCLAgEQgIICPFgOs5DP30SZfQVNima776slm_lkZDpcyaKywVJ7iqhPEKsUwlBmBIpRKj2eDYDE3j5NakmSW9TR_DwUDl0Zojqym7T9Xie1f-ZFnKtC7n7WoIDOHsm_reu2ttGpUIMC3jI_51_Odwjq9jeSMQllB_tZS-t3LcQEdm6XaVzyOyT04ApgbskKt26o7RDGdDW7fKXMgSRey_8wsP1OANjDz0LTfYhHq0g6jy1DAIUYrBxlXNzlmjsgAILxEGArmlQ8EVoYoteD7XWaUawGLAIVnuPrLj8XJDTDyZlSeuBrmO1fIy9-uZ1Fl6x9B6kpvWU6aBdpCwhS6Hiq6_7C5oM382RohrzX0zLGjAUgIStfD-nIDLcMv-VQnmIXTGm17-ZALJvUpaZag-HZvbWGRmIbk0eUnox56ZbaxYRNkho60K1gERGS19xVq6vLZ28B6HZ39qlpeFRvRuQcDkMtQK5Xu-uN578Jfw8x3YLnux399xDCf6Yy49n6dIVxGxEMDatkpPYYfQSLISe-Z1CTigasC0VdXdHG1vyak9JWlqM5ExeH6SwEfHa76S7Bntj1LQV7viobPRETdpheXn0HZVU0fBgwHEIgj4r5Cb0bq5bqb2iur-G0Nu8rDuS2pCqE6b67keTT-cG1KLZ91LlAi0Qxl4oxdMywsoW3ptosCvN3tHButdm47z3tjpqkUNAplkluEAVvHcHYSY6V8BjhvAfJ8JNn0Vqksvl5YoCHKK7wzk7K2xfA5xvpCng451wH","Noelle G. Moreau and Amy Winter Bodkin and Kristie Bjornson and Amy Hobbs and Mallary Soileau and Kay Lahasky","Effectiveness of Rehabilitation Interventions to Improve Gait Speed in Children With Cerebral Palsy: Systematic Review and Meta-analysis","PHYSICAL THERAPY",2016,"10.2522/ptj.20150401",2.764,85.38,"pubmed/27313240",25,FALSE,FALSE,FALSE
"196",196,"https://www.ncbi.nlm.nih.gov/pubmed/27684321","Kelly J. Morrow and Allison M. Gustavson and Jacqueline Jones","Speaking up behaviours (safety voices) of healthcare workers: A metasynthesis of qualitative research studies","INTERNATIONAL JOURNAL OF NURSING STUDIES",2016,"10.1016/j.ijnurstu.2016.09.014",3.755,99.57,"pubmed/27684321",21,FALSE,FALSE,FALSE
"197",197,"https://www.ncbi.nlm.nih.gov/pubmed/28350281","Jessica S. Mounessa and Stephanie Chapman and Taylor Braunberger and Rosie Qin and Jules B. Lipoff and Robert P. Dellavalle and Cory A. Dunnick","A systematic review of satisfaction with teledermatology","JOURNAL OF TELEMEDICINE AND TELECARE",2018,"10.1177/1357633X17696587",2.229,52.55,"pubmed/28350281",3,NA,NA,NA
"198",198,"<Go to ISI>://WOS:000351307700018
https://link.springer.com/content/pdf/10.1007%2Fs11904-014-0239-3.pdf","K. E. Muessig and M. Nekkanti and J. Bauermeister and S. Bull and L. B. Hightow-Weidman","A Systematic Review of Recent Smartphone, Internet and Web 2.0 Interventions to Address the HIV Continuum of Care","CURRENT HIV/AIDS REPORTS",2015,"10.1007/s11904-014-0239-3",3.387,74.1,"WOS:000351307700018",100,FALSE,FALSE,FALSE
"199",199,"https://www.ncbi.nlm.nih.gov/pubmed/30383109
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6487193/
https://watermark.silverchair.com/aime201811060-m181161.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAgowggIGBgkqhkiG9w0BBwagggH3MIIB8wIBADCCAewGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMv9Ce8f2PAnJKWDYpAgEQgIIBvZ4Tqyo_oiV8_A2-eQLqfzddJifebSeTmF7hWE25Ef1Uaz7zdmuu4sxND0Wtl8uzm01iBCilNf-fASw7JT3TMXv9YtEjl9CfLVpRMqmx62NppDRFVsLGa5T1cleguSQzS1DBFaRHjcOfaw-B2HVH6Q3QlgTWixRijQHP6Lcis6C8vVH2QSmNCuakWywZ29x19wIiMRNl6RZfv-Usl_7slmO13P4mJOYcLnhhgC9lUwEM1Ge-ZxWLPrxPRHibZzJzWyGhEWjZzm4o1gwI0lqiODMhax4GtaCJkepZcgIAibyfos0pJSxnTwM6vb4FQABenQANJHLqCvzciG3XkXY_ToSPwyYaCazWPe6rd9hvki2eLNvTgk4J-xrU1HMrRD7UNFz3vUTl4UElKFHKPv2IvkYuOD9qug4R-nIle0H7P7FJYrjtLPjvwnmvT9tNc3RHQI6c0unKl5gaiiQo2vw6k3SfJELewqRinPvc4J5zfe2LGCi7lm3rOT1dm3pLob7XOvEJrTXzWJKXDljH7iS_JPXpnInZm_X3NlJ8GVbiy8MK0P1iGtDshFiEVlyPkZ9O9pNvwL7vdeiVqdlAMMM","Rakhi P. Naik and Kim Smith-Whitley and Kathryn L. Hassell and Nkeiruka I. Umeh and Mariane {de Montalembert} and Puneet Sahota and Jr. {Haywood Carlton} and Jean Jenkins and Michele A. Lloyd-Puryear and Clinton H. Joiner and Vence L. Bonham and Gregory J. Kato","Clinical Outcomes Associated With Sickle Cell Trait: A Systematic Review","ANNALS OF INTERNAL MEDICINE",2018,"10.7326/M18-1161",19.315,95.94,"pubmed/30383109",5,NA,TRUE,TRUE
"200",200,"https://www.ncbi.nlm.nih.gov/pubmed/26284636
https://watermark.silverchair.com/01253092-201611000-00015.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAAqIwggKeBgkqhkiG9w0BBwagggKPMIICiwIBADCCAoQGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQM6AUGhSpFro9V69LZAgEQgIICVXa19ERU8goPaXHPw5Bg-Ud3nQYsfnXrXbEGl1-F0aAvyFkXl9UisyjAG3w-WwNDg27h1OzI73bJWZfd0iSgmVbnWvRMrOog8pHv_WHiBZco0Q3817hX_rvNZ6bB6lFREMdZtC9n5yJIWplHFYSW3_kcy6jJUrdkyCtgq1-uElbdOJKqOsjqdGuGGhoKTaT2bDA9NmirSwZPAwbYG43QxJXGjykcpngfqdX7r6M9dHSiY5gZeddR9gQumJx2i-1uobU3vnD4aG6eNwL0Zc7K2s-U5WurG9jtn_nMiXxhB_8k3kdP1fxrd-J1yYpI2ag4bBW2r1YccI1IbWAf2EfQqJ955Hqv3hY-0bqJxEDs0bSuA3xqyJ8tkVxQD0QscuMEkzcVpQyx_Ovr1oO-21I7KGApid20N7hce6voV-h6dXN3IJKqWY8oGvh0RM5vyEklqXgIxWO8G_L_0bIUlof5SBMGpBbnrRqAv-TOKAOOLgy5J5Qce5oXKuo9B0Mb7Vlt7jg1QhjhFNpzP4plth7dQYAfEm9fGN9yIulydA-kY6XO27zs-suRdH3mhirWlH6UGhDJR2flqTeHWJjxLZJTT83C_RPrRk9lIgJLdMXe9xzntjTAJq_YfFuvliz-m2PQsDoLgpfZp1sYaYa_aE4xrTtEg55Ia2LKp5U5tF8gvL3Y_nMIU9o0wSMa7vtPsu44K1Yc5wz1GudU8B_F8u4tPog4s4X62-x55ZtVqJrPyrW0XOs8_ryw9AGI4jH4rDR4kK-gEPNDsNzliV2plrYE9UrIggltHw","Bernadette Nedelec and Ingrid Parry and Hernish Acharya and Lynne Benavides and Sara Bills and Janelle L. Bucher and Joanne Cheal and Annick Chouinard and Donna Crump and Sarah Duch and Matthew Godleski and Jennifer Guenther and Catherine Knox and Eric LaBonte and David Lorello and J. Xavier Lucio and Lori E. Macdonald and Jennifer Kemp-Offenberg and Candice Osborne and Kara Pontius and Miranda Yelvington and Ana {de Oliveira} and Lorie A. Kloda","Practice Guidelines for Cardiovascular Fitness and Strengthening Exercise Prescription After Burn Injury","JOURNAL OF BURN CARE & RESEARCH : OFFICIAL PUBLICATION OF THE AMERICAN BURN ASSOCIATION",2016,"10.1097/BCR.0000000000000282",1.349,37.31,"pubmed/26284636",9,TRUE,NA,TRUE
"201",201,"https://www.ncbi.nlm.nih.gov/pubmed/25609326","Harold Nelson and Shannon Cartier and Felicia Allen-Ramey and Simon Lawton and Moises A. Calderon","Network meta-analysis shows commercialized subcutaneous and sublingual grass products have comparable efficacy","THE JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY. IN PRACTICE",2015,"10.1016/j.jaip.2014.09.018",5.429,82.45,"pubmed/25609326",37,FALSE,FALSE,FALSE
